"modelDID","validatorDID","providerDID","evaluationRunId","correctResponse","promptCID","responseCID","promptData","responseData","promptedAt","repliedAt","evaluationDID","score"
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreiedenj5fenvursw2bgkgzeloa3gobfrpvea333ovx6o5url3wl4ze","bafkreidlepanl425dmi7tnud6cykmfzvlxvrcj35sgxashjztrsvxb4ubu",,,1744218072052,1744218074039,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreicteypwtgjdfxuyhez6hqfdpgp7iay4mzbtitpnsfl3lgwsevit6y","bafkreidlepanl425dmi7tnud6cykmfzvlxvrcj35sgxashjztrsvxb4ubu",,,1744218075506,1744218078038,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreignmz2yvm4a4wc74c4nyxs7isdrk4oblollalwpwytpbe62dikwwq","bafkreicvtlvnbate2v4v2oijoggn2bnl2skxf2cp4vkzb3xtdkekbd677u",,,1744218080165,1744218081418,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreib5g4rqub5t67zs3gvryh4l7pfi4r5b4iidmy4jnx7fi3o7ja4qpe","bafkreig7pzyokaqvit2igs564zfj4n4j726ex2auodpwfhfnnxnqgmqklq",,,1744218082735,1744218084736,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreibn74wmdbmm4sjobcsksqfomf23qqojuciwqwz44ksjo2hfwzaryu","bafkreifj6ukwnplhax36u2wvjo455ncj66kvqllffgqoeiqhxcmbem7mla",,,1744218087030,1744218088299,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreieaz5zrtub2roc33t5q5p5fi6mqvm6e3utipu7qclitv7kiywwe2i","bafkreidlepanl425dmi7tnud6cykmfzvlxvrcj35sgxashjztrsvxb4ubu",,,1744218090241,1744218092369,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreiclaos3the7wr5sxufv4yiu27rohvxfgglxlwurhmenq6n7f7qdlq","bafkreicvtlvnbate2v4v2oijoggn2bnl2skxf2cp4vkzb3xtdkekbd677u",,,1744218095340,1744218097447,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreiagfi7wewzm26soizpdcrim5pgfy6era76skgzprvz3oc5gbw74ji","bafkreig7pzyokaqvit2igs564zfj4n4j726ex2auodpwfhfnnxnqgmqklq",,,1744218098907,1744218099910,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreiclkgt2yi5solpouqraqvwjriqhurtmo6tptygbq4cl6jp6i24b44","bafkreidlepanl425dmi7tnud6cykmfzvlxvrcj35sgxashjztrsvxb4ubu",,,1744218102475,1744218103941,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreidqhst3yx6ut3n4xpsjn25lvnbylsaq42yuhcdxaawqzlrhaqazfm","bafkreihwpkyqvvheyuysdnvf7zg2tqin33uqloly2n4i2jzd2672zprive",,,1744218105137,1744218109932,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreiajacs33axu24w342qtd772fs25lbocumecsdnzwfy4codeqm2xxu","bafkreifj6ukwnplhax36u2wvjo455ncj66kvqllffgqoeiqhxcmbem7mla",,,1744218111784,1744218113878,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreiexjnlnv4mr6dwzy5gb3jelgvjb6a5vd2pmhh6hgxzextnqlxzczu","bafkreihwpkyqvvheyuysdnvf7zg2tqin33uqloly2n4i2jzd2672zprive",,,1744218114913,1744218116948,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreibk2fqpgsvhdqj7mf62edbsisdp3e4mughhpjd27qvwulpmlfjomq","bafkreicvtlvnbate2v4v2oijoggn2bnl2skxf2cp4vkzb3xtdkekbd677u",,,1744218118418,1744218120017,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreid4uo5izdljao4krgfchjuo55frn4w3gr2a63ca6hmf4q6gtd6zhe","bafkreicvtlvnbate2v4v2oijoggn2bnl2skxf2cp4vkzb3xtdkekbd677u",,,1744218121945,1744218123139,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreigbycz2ivvotwdkor4nqde4kdajnfkwfdnwq2mwztlesa6va6llda","bafkreidlepanl425dmi7tnud6cykmfzvlxvrcj35sgxashjztrsvxb4ubu",,,1744218124862,1744218126106,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreic2k3dffwmsuz7trg7z4swyumu3lsbjg4ofm6bv3t2sjs3zoudbv4","bafkreig7pzyokaqvit2igs564zfj4n4j726ex2auodpwfhfnnxnqgmqklq",,,1744218128478,1744218130462,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreifs6jwlvpzjoixegc6y6yh6kvbslo5lnvc27cw4gwekpbzu2xmsxu","bafkreibthyfb4j4blugo5zk4i476hxet2vwghy564kz3jlxi53lnoamrum",,,1744218133187,1744218135273,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreiav3pfhd3rjekkgnaqdvohnizorxa4m7zubmj5sw7atdjj5swxyby","bafkreihwpkyqvvheyuysdnvf7zg2tqin33uqloly2n4i2jzd2672zprive",,,1744218137066,1744218137953,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreibjfduwdrvkp3mczuauq6ztinooxd2d6ajrfvkoihlk5ovyhbtshm","bafkreihwpkyqvvheyuysdnvf7zg2tqin33uqloly2n4i2jzd2672zprive",,,1744218139194,1744218140380,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreifamfrsqoefvadvgljtaqm5aul2jan7ko75zaafdanzu24ok3byge","bafkreihwpkyqvvheyuysdnvf7zg2tqin33uqloly2n4i2jzd2672zprive",,,1744218142656,1744218144306,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreibf7qxsmjl7az24zo3f74ddf72jxvhfplccktljbc4eiiu7ye6ppi","bafkreidnuq5zitsjj2ef42npaipzhrwzgmohrkrcqcchcfbjcyffxpivwu",,,1744218146727,1744218148043,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreiglh22sv5ulcdjcd3tz5dhcg4oz4tjqzsr5elhj74wrk4dgt4y3wu","bafkreicvtlvnbate2v4v2oijoggn2bnl2skxf2cp4vkzb3xtdkekbd677u",,,1744218150696,1744218151695,"did:eval:multiple-choice",0
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreia4uwb7donsu7bv74m2wk2xitbvh2kgibcyr7xjflthfg4gzsv2vu","bafkreifihximzp76hhihdtbrpxpw5f7vy2y4q6xzdemsoh47ufalauemnq",,,1744218153688,1744218155557,"did:eval:multiple-choice",1
"did:pb:google/gemini-2.0-flash-lite-001","did:val:0x5D99Ea5ae9d65BDc8De1359c42B9bfF1ec18F7b0","did:pb:openrouter.ai","01961b7d-af6e-7128-9fdc-d28764bdc641",,"bafkreibjbo3gscxhofdn4atz4gears7grpq7d6bbaioyj5mybupuxvybhu","bafkreifj6ukwnplhax36u2wvjo455ncj66kvqllffgqoeiqhxcmbem7mla",,,1744218157463,1744218158946,"did:eval:multiple-choice",0
